Mouse	Human
Cfhr1	[CFHR2, CFHR1]
Cfhr2	[CFHR3]
Krtap6-1	[KRTAP6-3]
Cfhr4	[CFH]
Or2h1b	[OR2H1]
Mir3074-1	[MIR3074]
Pcmtd1	[PCMTD1]
Lrrc27	[LRRC27]
Lrrc28	[LRRC28]
Ofcc1	[OFCC1]
Lrrc23	[LRRC23]
Lrrc24	[LRRC24]
Lrrc25	[LRRC25]
Lrrc26	[LRRC26]
Lrrc20	[LRRC20]
Faap24	[FAAP24]
Faap20	[FAAP20]
Syce2	[SYCE2]
Syce3	[SYCE3]
Syce1	[SYCE1]
Hfe	[HFE]
Gm7579	[KRTAP5-8]
Madcam1	[MADCAM1]
Lrrc3b	[LRRC3B]
Atp8a1	[ATP8A1]
Mir16-2	[MIR16-2]
Lrrc3c	[LRRC3C]
1110065P20Rik	[C1orf122]
Atp8a2	[ATP8A2]
Cmip	[CMIP]
Lrrc56	[LRRC56]
Lrrc57	[LRRC57]
Lrrc58	[LRRC58]
Rpl32l	[RPL32]
Lrrc59	[LRRC59]
Tmsb15a	[TMSB15A]
Cacybp	[CACYBP]
Lrrc52	[LRRC52]
Lrrc55	[LRRC55]
Supv3l1	[SUPV3L1]
Lrrc51	[LRTOMT, TOMT, LRRC51]
Slc9c1	[SLC9C1]
Hgd	[HGD]
Hgf	[HGF]
Krtap16-1	[KRTAP16-1]
Atp8b2	[ATP8B2]
Atp8b1	[ATP8B1]
Krtap16-3	[KRTAP19-8]
Atp8b4	[ATP8B4]
Atp8b3	[ATP8B3]
Atp8b5	[ATP8B5P]
Dpm1	[DPM1]
Lrrc49	[LRRC49]
Dpm2	[DPM2]
Dpm3	[DPM3]
Cyp11b1	[CYP11B2, CYP11B1]
Lrrc45	[LRRC45]
Hgs	[HGS]
Lrrc46	[LRRC46]
Myh15	[MYH15]
Lrrc47	[LRRC47]
Cyp11b2	[CYP11B2, CYP11B1]
Lrrc41	[LRRC41]
Lrrc42	[LRRC42]
Traf3ip3	[TRAF3IP3]
Dpy19l3	[DPY19L3]
Lrrc43	[LRRC43]
Dpy19l4	[DPY19L4]
Dpy19l1	[DPY19L1]
Fahd2a	[FAHD2A, FAHD2B]
Dpy19l2	[DPY19L2, DPY19L2P1, DPY19L2P2]
Traf3ip2	[TRAF3IP2]
Lrrc40	[LRRC40]
Traf3ip1	[TRAF3IP1]
Garin2	[GARIN2]
Garin3	[GARIN3]
Garin4	[GARIN4]
Trav3-1	[TRAV5]
Trav3-4	[TRAV5]
Trav3-3	[TRAV5]
Pspn	[PSPN]
Myh11	[MYH11]
Meltf	[MELTF]
Myh14	[MYH14]
Myh13	[MYH13]
Ess2	[ESS2]
Myh10	[MYH10]
Dpp3	[DPP3]
Dpp4	[DPP4]
Dpp6	[DPP6]
Dpp7	[DPP7]
Dpp8	[DPP8]
Dpp9	[DPP9]
Cyp11a1	[CYP11A1]
Alg13	[ALG13]
Alg14	[ALG14]
Alg11	[ALG11]
Alg12	[ALG12]
Amhr2	[AMHR2]
Lrrc71	[LRRC71]
Slc9a1	[SLC9A1]
Lrrc72	[LRRC72]
Lrrc73	[LRRC73]
Slc9a4	[SLC9A4]
Slc9a5	[SLC9A5]
Fosl1	[FOSL1]
Opn4	[OPN4]
Slc9a2	[SLC9A2]
Slc9a3	[SLC9A3]
Opn3	[OPN3]
Slc9a8	[SLC9A8]
Slc9a9	[SLC9A9]
Slc9a6	[SLC9A6]
Slc9a7	[SLC9A7]
Lrrc4b	[LRRC4B]
Lrrc4c	[LRRC4C]
Esr1	[ESR1]
Ager	[AGER]
Opn5	[OPN5]
Espn	[ESPN]
Hk2	[HK2]
Esr2	[ESR2]
Hk1	[HK1]
Hk3	[HK3]
Mir16-1	[MIR16-1]
Lrrc69	[LRRC69]
Lrrc63	[LRRC63]
Cab39l	[CAB39L]
Lrrc66	[LRRC66]
Slc9b1	[SLC9B1]
Slc9b2	[SLC9B2]
Psph	[PSPH]
Fosl2	[FOSL2]
Lrrc61	[LRRC61]
Xrra1	[XRRA1]
Tgif1	[TGIF1]
Tgif2	[TGIF2]
Fra10ac1	[FRA10AC1]
Hjv	[HJV]
Rasal1	[RASAL1]
Rpl36a	[RPL36A]
Rasal2	[RASAL2]
Anks3	[ANKS3]
Anks1	[ANKS1A]
Rasal3	[RASAL3]
Anks6	[ANKS6]
Rpl37a	[RPL37A]
Gtf3c2	[GTF3C2]
Ngly1	[NGLY1]
Cyp24a1	[CYP24A1]
Gtf3c1	[GTF3C1]
Gtf3c4	[GTF3C4]
Gtf3c3	[GTF3C3]
Gtf3c6	[GTF3C6]
Gtf3c5	[GTF3C5]
Defa-rs2	[DEFA6, DEFA4, DEFA5, DEFA3, DEFA1, DEFA1B]
S100g	[S100G]
Hlf	[HLF]
S100b	[S100B]
S100z	[S100Z]
Hlx	[HLX]
Kics2	[KICS2]
Spidr	[SPIDR]
Lgi2	[LGI2]
Lgi3	[LGI3]
Lgi4	[LGI4]
Cttnbp2nl	[CTTNBP2NL]
Lgi1	[LGI1]
Kdf1	[KDF1]
Ackr3	[ACKR3]
Lrrc8e	[LRRC8E]
Ackr4	[ACKR4]
Ackr1	[ACKR1]
Ackr2	[ACKR2]
Lrrc8a	[LRRC8A]
Lrrc8b	[LRRC8B]
Lrrc8c	[LRRC8C]
Lrrc8d	[LRRC8D]
Ssrp1	[SSRP1]
Ighv13-2	[IGHV3-73]
Rpl35a	[RPL35A]
Pstk	[PSTK]
Zpr1	[ZPR1]
Entr1	[ENTR1]
Cistr	[CISTR]
Gm17455	[C10orf105]
Ptf1a	[PTF1A]
Optc	[OPTC]
Rmdn3	[RMDN3]
Crmp1	[CRMP1]
Rmdn1	[RMDN1]
Rmdn2	[RMDN2]
Optn	[OPTN]
Uaca	[UACA]
Ear14	[RNASE3, RNASE2]
Esx1	[ESX1]
Ear10	[RNASE3, RNASE2]
Nutf2	[NUTF2]
Hpd	[HPD]
Begain	[BEGAIN]
Acmsd	[ACMSD]
Adprh	[ADPRH]
Rad51c	[RAD51C]
Rad51d	[RAD51D]
Rad51b	[RAD51B]
Or10a3n	[OR10A3, OR10A6]
Cspp1	[CSPP1]
Hpn	[HPN]
Or10a3m	[OR10A3]
Tas1r2	[TAS1R2]
Tas1r1	[TAS1R1]
Adprm	[ADPRM]
Adprs	[ADPRS]
Hnrnpa1l2-ps2	[HNRNPA1L2]
Tas1r3	[TAS1R3]
Or10a3b	[OR10A3, OR10A6]
Hpx	[HPX]
Grtp1	[GRTP1]
Lgmn	[LGMN]
Or10a49	[OR10A3, OR10A6]
Or10a48	[OR10A3, OR10A6]
Jag2	[JAG2]
Jag1	[JAG1]
Snai2	[SNAI2]
Snai1	[SNAI1]
L3mbtl3	[L3MBTL3]
L3mbtl2	[L3MBTL2]
L3mbtl1	[L3MBTL1]
Ago4	[AGO4]
Gmeb2	[GMEB2]
Ago3	[AGO3]
Snai3	[SNAI3]
Gmeb1	[GMEB1]
Ago2	[AGO2]
Agmo	[AGMO]
Ago1	[AGO1]
Nmt2	[NMT2]
Hrc	[HRC]
Nmt1	[NMT1]
Akr1a1	[AKR1A1]
Hrg	[HRG]
Hrk	[HRK]
Scaf8	[SCAF8]
A530016L24Rik	[C14orf180]
Gpbar1	[GPBAR1]
Kdm8	[KDM8]
Sprr1b	[SPRR3, SPRR1B]
Sprr1a	[SPRR1A]
Tead4	[TEAD4]
Sgms1	[SGMS1]
Dpyd	[DPYD]
Sgms2	[SGMS2]
Akr1b1	[AKR1B1]
Akr1b8	[AKR1B10, AKR1B15]
Jak3	[JAK3]
Jak2	[JAK2]
Akr1b7	[AKR1B10, AKR1B15]
Jak1	[JAK1]
Hcfc1r1	[HCFC1R1]
Noc4l	[NOC4L]
Ano10	[ANO10]
Lgals12	[LGALS12]
Sprr2d	[SPRR2E, SPRR2F, SPRR2A, SPRR2B, SPRR2D]
Gchfr	[GCHFR]
Sprr2g	[SPRR2E, SPRR2F, SPRR2A, SPRR2B, SPRR2D]
Sprr2e	[SPRR2E, SPRR2F, SPRR2A, SPRR2B, SPRR2D]
Slco5a1	[SLCO5A1]
Sprr2i	[SPRR2E, SPRR2F, SPRR2A, SPRR2B, SPRR2D]
Agtrap	[AGTRAP]
Akr1c6	[AKR1C1, AKR1C3, AKR1C2, AKR1C4]
Noc3l	[NOC3L]
Gpnmb	[GPNMB]
Fetub	[FETUB]
Htt	[HTT]
Klkb1	[KLKB1]
Gm17434	[C2orf16]
Ifi27l2b	[IFI27L1, IFI27L2, IFI27]
Shprh	[SHPRH]
Ifi27l2a	[IFI27L1, IFI27L2, IFI27]
Slurp2	[SLURP2]
Akr1d1	[AKR1D1]
Agps	[AGPS]
Agr3	[AGR3]
Agr2	[AGR2]
Slurp1	[SLURP1]
Jam3	[JAM3]
Jam2	[JAM2]
Cx3cl1	[CX3CL1]
Noc2l	[NOC2L]
Dpys	[DPYS]
Sgo2a	[SGO2]
Timp1	[TIMP1]
Sgo2b	[SGO2]
Rad54l	[RAD54L]
Timp3	[TIMP3]
Timp2	[TIMP2]
Ifitm1	[IFITM1]
Timp4	[TIMP4]
Ifitm2	[IFITM3, IFITM2]
Ifitm3	[IFITM3]
Tead3	[TEAD3]
Ifitm5	[IFITM5]
Akr1cl	[AKR1C1, AKR1C3, AKR1C2]
Tead2	[TEAD2]
Tead1	[TEAD1]
Ifitm7	[IFITM3]
Akr1e1	[AKR1E2]
Gm31714	[ZNF700]
Lgr4	[LGR4]
Lgr5	[LGR5]
Lgr6	[LGR6]
Rad54b	[RAD54B]
Scaf1	[SCAF1]
Gzf1	[GZF1]
Scaf4	[SCAF4]
Lbhd1	[LBHD1]
Nutm2	[NUTM2A, NUTM2G, NUTM2F, NUTM2E, NUTM2D, NUTM2B]
Trgv2	[TRGV10, TRGV11]
Trgv1	[TRGV11]
Lgsn	[LGSN]
Nutm1	[NUTM1]
Trgv3	[TRGV10, TRGV11]
Jaml	[JAML]
Arfgap3	[ARFGAP3]
Arfgap2	[ARFGAP2]
Agrp	[AGRP]
Arfgap1	[ARFGAP1]
Agrn	[AGRN]
Trgv7	[TRGV3, TRGV4, TRGV1, TRGV2, TRGV8, TRGV5]
Ighg1	[IGHG3, IGHG4, IGHG1, IGHG2]
Ighg3	[IGHG3, IGHG4, IGHG1, IGHG2]
Ermard	[ERMARD]
Krtap7-1	[KRTAP7-1]
Ubtd1	[UBTD1]
Ubtd2	[UBTD2]
Ifi209	[IFI16]
Ifi208	[IFI16]
Ifi207	[IFI16]
Ifi206	[IFI16]
Ifi205	[IFI16, PYHIN1, MNDA]
Ifi204	[IFI16, PYHIN1, MNDA]
Ifi203	[IFI16]
Lbhd2	[LBHD2]
Impdh2-ps	[IMPDH2]
Htatsf1	[HTATSF1]
Hoxa11	[HOXA11]
Hoxa13	[HOXA13]
Uap1	[UAP1]
Aagab	[AAGAB]
Il3ra	[IL3RA]
Nanos3	[NANOS3]
Anp32-ps	[ANP32D]
Mir181b-2	[MIR181B2]
Mir181b-1	[MIR181B1]
Scgb3a2	[SCGB3A2]
Scgb3a1	[SCGB3A1]
Syap1	[SYAP1]
Nanos1	[NANOS1]
Nanos2	[NANOS2]
Hyi	[HYI]
Hoxa10	[HOXA10]
Rasgef1b	[RASGEF1B]
Rasgef1a	[RASGEF1A]
Rasgef1c	[RASGEF1C]
Or2f1b	[OR2F1]
Sppl2b	[SPPL2B]
Cspg5	[CSPG5]
Sppl2a	[SPPL2A]
Cspg4	[CSPG4]
Sppl2c	[SPPL2C]
Yjefn3	[YJEFN3]
Ndc80	[NDC80]
Tfdp2	[TFDP2]
Tfdp1	[TFDP1, TFDP3]
Cyb5a	[CYB5A]
Cyb5b	[CYB5B]
Chpf2	[CHPF2]
Nap1l4	[NAP1L4]
Nap1l5	[NAP1L5]
Etf1	[ETF1]
Kdsr	[KDSR]
Nap1l1	[NAP1L1]
Brsk2	[BRSK2]
Brsk1	[BRSK1]
Nap1l2	[NAP1L2]
Nap1l3	[NAP1L3]
Gzma	[GZMA]
Aopep	[AOPEP]
Psat1	[PSAT1]
Pth2	[PTH2]
Gzmd	[GZMB, GZMH]
Gzme	[GZMB, GZMH]
Gzmb	[GZMB]
Gzmc	[GZMB]
Yju2b	[YJU2B]
Fam204a	[FAM204A]
Gzmf	[GZMB, GZMH]
Mbtps1	[MBTPS1]
Cnppd1	[CNPPD1]
Gzmg	[GZMB, GZMH]
Mbtps2	[MBTPS2]
Gzmm	[GZMM]
Gzmk	[GZMK]
Gzmn	[GZMB]
Ifi214	[IFI16]
Ifi213	[IFI16]
Ifi211	[IFI16, PYHIN1, MNDA]
Agxt	[AGXT]
Msto1	[MSTO1]
Etfb	[ETFB]
Etfa	[ETFA]
Pten	[PTEN]
Pip5kl1	[PIP5KL1]
Adpgk	[ADPGK]
Pter	[PTER]
Rngtt	[RNGTT]
Fbxl22	[FBXL22]
Tktl1	[TKTL1]
Myef2	[MYEF2]
Tktl2	[TKTL2]
Synpo2	[SYNPO2]
Tinf2	[TINF2]
Or5p51	[OR5P2]
Or5p50	[OR5P2]
Fbxl20	[FBXL20]
Fbxl21	[FBXL21P]
Uba52-ps	[UBA52]
Mboat7	[MBOAT7]
Nnat	[NNAT]
Cnbp	[CNBP]
Mboat4	[MBOAT4]
Mboat1	[MBOAT1]
Mboat2	[MBOAT2]
Fubp1	[FUBP1]
Fubp3	[FUBP3]
Lonp2	[LONP2]
Or5p69	[OR5P2]
Lonp1	[LONP1]
Or5p68	[OR5P2]
Or5p78	[OR5P2]
Or5p76	[OR5P2]
Ift140	[IFT140]
Or5p73	[OR5P2]
Id2	[ID2]
Or5p72	[OR5P2]
Id1	[ID1]
Zfas1	[ZFAS1]
Id4	[ID4]
Or5p70	[OR5P2]
Id3	[ID3]
Cisd2	[CISD2]
Cisd1	[CISD1]
Cisd3	[CISD3]
Knstrn	[KNSTRN]
Pip4p2	[PIP4P2]
Pip4p1	[PIP4P1]
Ptk6	[PTK6]
Ptk2	[PTK2]
Or5p59	[OR5P2]
Or5p58	[OR5P2]
Or5p57	[OR5P3]
Or5p67	[OR5P2]
Tmprss6	[TMPRSS6]
Tmprss5	[TMPRSS5]
Or5p66	[OR5P2]
Tmprss4	[TMPRSS4]
Tmprss3	[TMPRSS3]
Or5p64	[OR5P2]
Or5p63	[OR5P2]
Tmprss9	[TMPRSS9]
Ptk7	[PTK7]
Etl4	[KIAA1217]
Or5p61	[OR5P2]
Tmprss7	[TMPRSS7]
Or5p60	[OR5P2]
Tincr	[TINCR]
Tmprss2	[TMPRSS2]
Tmeff2	[TMEFF2]
Tmeff1	[TMEFF1, MSANTD3-TMEFF1]
Ide	[IDE]
Dync1h1	[DYNC1H1]
Tinag	[TINAG]
Gabpa	[GABPA]
Bcl2l11	[BCL2L11]
Bcl2l10	[BCL2L10]
Bcl2l13	[BCL2L13]
Bcl2l12	[BCL2L12]
Hba-x	[HBZ]
Ids	[IDS]
Cdcp3	[DMBT1L1]
Gfra1	[GFRA1]
Pi4k2a	[PI4K2A]
Cdcp2	[CDCP2]
Gfra2	[GFRA2]
Cdcp1	[CDCP1]
Bcl2l15	[BCL2L15]
Gfra3	[GFRA3]
Bcl2l14	[BCL2L14]
Ptma	[PTMA]
Gfra4	[GFRA4]
Septin9	[SEPTIN9]
Septin8	[SEPTIN8]
Septin7	[SEPTIN7]
Septin6	[SEPTIN6]
Septin5	[SEPTIN5]
Septin4	[SEPTIN4]
Gfral	[GFRAL]
Septin3	[SEPTIN3]
Septin2	[SEPTIN2]
Septin1	[SEPTIN1]
Dync1i2	[DYNC1I2]
Card10	[CARD10]
Or5p79	[OR5P2]
Card11	[CARD11]
Dync1i1	[DYNC1I1]
Cnfn	[CNFN]
Card14	[CARD14]
Entpd4b	[ENTPD4]
Card19	[CARD19]
Or5p81	[OR5P2]
Or5p80	[OR5P3]
Renbp	[RENBP]
Aldh4a1	[ALDH4A1]
B3galt2	[B3GALT2]
B3galt1	[B3GALT1]
Gabrd	[GABRD]
Gabre	[GABRE]
Ahcy	[AHCY]
Duox1	[DUOX1]
Wdr20rt	[WDR20]
Ptms	[PTMS]
Duox2	[DUOX2]
Gabrp	[GABRP]
Pank3	[PANK3]
Ift172	[IFT172]
Pank2	[PANK2]
Gabrq	[GABRQ]
Pank4	[PANK4]
1700016H13Rik	[C4orf36]
Clptm1l	[CLPTM1L]
Pank1	[PANK1]
Ihh	[IHH]
Ets1	[ETS1]
Rpp38	[RPP38]
Ets2	[ETS2]
Tinagl1	[TINAGL1]
Rpp30	[RPP30]
Gtf2f2	[GTF2F2]
Gtf2f1	[GTF2F1]
Rpp21	[RPP21]
mt-Atp6	[ATP6]
Rpp25	[RPP25]
Ptpa	[PTPA]
Cramp1	[CRAMP1]
Sphk2	[SPHK2]
Sphk1	[SPHK1]
B3galt6	[B3GALT6]
Maneal	[MANEAL]
B3galt5	[B3GALT5]
B3galt4	[B3GALT4]
Gtf2e1	[GTF2E1]
B3galt9	[B3GALT9]
Gtf2e2	[GTF2E2]
Cnmd	[CNMD]
Uba5	[UBA5]
Large1	[LARGE1]
Uba6	[UBA6]
Large2	[LARGE2]
Uba7	[UBA7]
Il2	[IL2]
Il4	[IL4]
Il3	[IL3]
Il6	[IL6]
Il5	[IL5]
mt-Atp8	[ATP8]
Il7	[IL7]
Il9	[IL9]
Gtf2h2	[GTF2H2C_2, GTF2H2C, GTF2H2]
Gtf2h1	[GTF2H1]
Gtf2h4	[GTF2H4]
Gtf2h3	[GTF2H3]
Trhde	[TRHDE]
Gtf2h5	[GTF2H5]
Panx2	[PANX2]
Panx1	[PANX1]
Pi4k2b	[PI4K2B]
Or6c69c	[OR6C65]
Zc3hc1	[ZC3HC1]
Panx3	[PANX3]
Cnn1	[CNN1]
Cnn2	[CNN2]
Ahi1	[AHI1]
Cnn3	[CNN3]
Srp14	[SRP14]
Or6c69b	[OR6C70]
Uba1	[UBA1]
Rpp40	[RPP40]
Uba2	[UBA2]
Uba3	[UBA3]
Srp19	[SRP19]
Crls1	[CRLS1]
Mkks	[MKKS]
mt-Co1	[COX1]
Ilk	[ILK]
L3mbtl4	[L3MBTL4]
Igkv14-111	[IGKV1-27, IGKV1-37, IGKV1D-37, IGKV1-33, IGKV1D-33, IGKV1D-43]
Nnmt	[NNMT]
Etv2	[ETV2]
Etv1	[ETV1]
Prps1l1	[PRPS1L1]
Etv4	[ETV4]
Cx3cr1	[CX3CR1]
Etv3	[ETV3]
Etv6	[ETV6]
Etv5	[ETV5]
Gtf2a1	[GTF2A1]
Igkv14-126	[IGKV1-27, IGKV1-37, IGKV1D-37, IGKV1-33, IGKV1D-33, IGKV1D-43]
Gtf2a2	[GTF2A2]
Ighv12-3	[IGHV4-61, IGHV4-31, IGHV4-4, IGHV6-1, IGHV4-34, IGHV4-59, IGHV4-28, IGHV4-39, IGHV4OR15-8]
Ina	[INA]
Ptp4a3	[PTP4A3]
Mcm3ap	[MCM3AP]
Ptp4a1	[PTP4A1]
Sapcd2	[SAPCD2]
Ptp4a2	[PTP4A2]
Sapcd1	[SAPCD1]
Ptx4	[PTX4]
Or6c66b	[OR6C76]
Rpp14	[RPP14]
Ifnar1	[IFNAR1]
Nostrin	[NOSTRIN]
Il4i1	[IL4I1]
Ifnar2	[IFNAR2]
Rep15	[REP15]
Fbxl12	[FBXL12]
Fbxl13	[FBXL13]
Fbxl14	[FBXL14]
9130023H24Rik	[ZNF696]
Fbxl15	[FBXL15]
Fbxl16	[FBXL16]
Fbxl17	[FBXL17]
Fbxl18	[FBXL18]
Fbxl19	[FBXL19]
Cnr1	[CNR1]
Cnr2	[CNR2]
Reno1	[RENO1]
Retnlb	[RETNLB]
Retnla	[RETNLB]
Ptx3	[PTX3]
Retnlg	[RETNLB]
Phf5a	[PHF5A]
Wdr91	[WDR91]
Erbb2	[ERBB2]
Wdr90	[WDR90]
Erbb4	[ERBB4]
Dqx1	[DQX1]
Wdr93	[WDR93]
Erbb3	[ERBB3]
Tbkbp1	[TBKBP1]
Ipp	[IPP]
Luc7l	[LUC7L]
Or5w22	[OR5W2]
E130308A19Rik	[KIAA1958]
Cnst	[CNST]
Dus3l	[DUS3L]
Ccbe1	[CCBE1]
Wdr83	[WDR83]
Pdzk1	[PDZK1, PDZK1P1]
Wdr86	[WDR86]
Prap1	[PRAP1]
Wdr88	[WDR88]
Cntf	[CNTF]
Wdr89	[WDR89]
Mtres1	[MTRES1]
Or51i2	[OR51I2]
Wdr82	[WDR82]
Cnbd2	[CNBD2]
Cnbd1	[CNBD1]
Wdr81	[WDR81]
Bpnt2	[BPNT2]
Otud6b	[OTUD6B]
Trav13d-3	[TRAV22]
Or51i1	[OR51I1]
Trav13d-2	[TRAV22]
Or5w11	[OR5W2]
Bpnt1	[BPNT1]
Trav13d-4	[TRAV22]
Trav13d-1	[TRAV22]
Pm20d2	[PM20D2]
Pm20d1	[PM20D1]
Otud7a	[OTUD7A]
Otud7b	[OTUD7B]
Hdhd5	[HDHD5]
Mrtfa	[MRTFA]
Wdr73	[WDR73]
Mrtfb	[MRTFB]
Wdr72	[WDR72]
Wdr75	[WDR75]
Wdr74	[WDR74]
Wdr77	[WDR77]
Pip4k2b	[PIP4K2B]
Pip4k2c	[PIP4K2C]
Wdr76	[WDR76]
Bri3bp	[BRI3BP]
Hdhd3	[HDHD3]
Hdhd2	[HDHD2]
Pip4k2a	[PIP4K2A]
Aadacl4fm5	[AADACL4]
Wdr70	[WDR70]
Dus1l	[DUS1L]
Zfp1005	[ZNF254, ZNF28, ZNF595, ZNF493, ZNF728, ZNF93, ZNF726, ZNF615, ZNF611, ZNF732, ZNF544, ZNF676, ZNF234, ZNF432]
Zfp1006	[ZNF708, ZNF716, ZNF490, ZNF117]
Zfp1007	[ZNF254, ZNF28, ZNF595, ZNF493, ZNF728, ZNF93, ZNF726, ZNF615, ZNF611, ZNF732, ZNF676, ZNF234, ZNF432]
Wdr5b	[WDR5B]
Cybc1	[CYBC1]
Otud6a	[OTUD6A]
Wdr62	[WDR62]
Ncapg	[NCAPG]
Wdr64	[WDR64]
Ncaph	[NCAPH]
Ighv5-12	[IGHV3-38-3, IGHV3OR16-10, IGHV3-30, IGHV3-74, IGHV3-20, IGHV3-53, IGHV3-64, IGHV3-43, IGHV3-33, IGHV3-66, IGHV3-23, IGHV3-13, IGHV3-35, IGHV3-38, IGHV3-30-3, IGHV3-30-5, IGHV3OR16-8, IGHV3-64D, IGHV3-9]
Or51k7	[OR51J1]
Or51k2	[OR51J1]
Col8a1	[COL8A1]
Or51k1	[OR51J1]
Col8a2	[COL8A2]
Ighv5-17	[IGHV3-30, IGHV3-21, IGHV3-11, IGHV3-33, IGHV3-13, IGHV3-35, IGHV3-30-3, IGHV3-48, IGHV3-30-5, IGHV3-7, IGHV3OR16-13]
Ighv5-16	[IGHV3OR16-12, IGHV3OR16-17, IGHV3-16, IGHV3OR16-9]
Ighv5-15	[IGHV3-7]
Isx	[ISX]
Xkr8	[XKR8]
Wdr59	[WDR59]
Xkr7	[XKR7]
Stat5a	[STAT5A]
Stat5b	[STAT5B]
Xkr9	[XKR9]
mt-Co2	[COX2, MTCO2P12]
Mks1	[MKS1]
mt-Co3	[COX3]
Wdr53	[WDR53]
Plekhs1	[PLEKHS1]
Wdr55	[WDR55]
Xkr4	[XKR4]
Wdr54	[WDR54]
Xkr6	[XKR6]
Xkr5	[XKR5]
Itk	[ITK]
Slc27a1	[SLC27A1]
Pgam5	[PGAM5]
Phf24	[PHF24]
Srpx2	[SRPX2]
Wdr48	[WDR48]
Ubl7	[UBL7]
Kank1	[KANK1]
Kank2	[KANK2]
Wdr47	[WDR47]
Zfp638	[ZNF638]
Wdr49	[WDR49]
Zfp637	[ZNF32]
Phf20	[PHF20]
Nyap1	[NYAP1]
Smagp	[SMAGP]
Phf23	[PHF23]
Nfkb2	[NFKB2]
Pgam2	[PGAM2]
Pgam1	[PGAM1, PGAM4]
Nfkb1	[NFKB1]
Ptgr3	[PTGR3]
Wdr41	[WDR41]
Nyap2	[NYAP2]
Ubl3	[UBL3]
Wdr44	[WDR44]
Wdr43	[WDR43]
Zfp639	[ZNF639]
Wdr46	[WDR46]
Ptgr2	[PTGR2]
Ubl5	[UBL5]
Wdr45	[WDR45]
Ptgr1	[PTGR1]
Vamp7	[VAMP7]
Vamp9	[VAMP9P]
Vamp8	[VAMP8]
Litafd	[LITAFD]
Lncenc1	[LINC01157]
Vamp1	[VAMP1]
Vamp3	[VAMP3]
Cdk5r2	[CDK5R2]
Vamp2	[VAMP2]
Cdk5r1	[CDK5R1]
Or51m1	[OR51M1]
Vamp5	[VAMP5]
Kank3	[KANK3]
Kank4	[KANK4]
Vamp4	[VAMP4]
Wdr37	[WDR37]
Xkrx	[XKRX]
Wdr36	[WDR36]
Wdr38	[WDR38]
Zfp626	[ZNF780A]
Ivd	[IVD]
Zfp623	[ZNF623]
Zfp622	[ZNF622]
Lhpp	[LHPP]
Tmem217rt	[TMEM271]
Wdr31	[WDR31]
Ptgs1	[PTGS1]
Wdr33	[WDR33]
Aadacl4fm1	[AADACL4]
Zfp629	[ZNF629]
Aadacl4fm2	[AADACL4]
Zfp628	[ZNF628]
Wdr35	[WDR35]
Ivl	[IVL]
Ptgs2	[PTGS2]
Aadacl4fm4	[AADACL4]
Gykl1	[GK]
Pram1	[PRAM1]
Letm1	[LETM1]
Il6st	[IL6ST]
Ahsg	[AHSG]
Whrn	[WHRN]
Cgnl1	[CGNL1]
Wdr26	[WDR26]
Wdr25	[WDR25]
Or51q1	[OR51Q1]
Zfp616	[ZNF658]
Wdr27	[WDR27]
Sel1l	[SEL1L]
Zfp612	[ZNF23]
Sbspon	[SBSPON]
Ptgdr2	[PTGDR2]
Ahrr	[AHRR]
Plaat3	[PLAAT3]
Ubn1	[UBN1]
Ubn2	[UBN2]
Wdr20	[WDR20]
Plaat1	[PLAAT1]
Zfp618	[ZNF618]
Zfp617	[ZNF878]
Wdr24	[WDR24]
Plaat5	[PLAAT5]
Zfp619	[ZNF208, ZNF850]
Hsf2bp	[HSF2BP]
Pgap6	[PGAP6]
Olfml2b	[OLFML2B]
Wdr17	[WDR17]
Zfp605	[ZNF605]
Il6ra	[IL6R]
Wdr19	[WDR19]
Bhlhe41	[BHLHE41]
Wdr18	[WDR18]
Plekho2	[PLEKHO2]
Plekho1	[PLEKHO1]
9530068E07Rik	[C5orf15]
Zfp600	[ZNF616]
Pgap4	[PGAP4]
Pgap3	[PGAP3]
Pgap2	[PGAP2]
Ahsp	[AHSP]
Wdr11	[WDR11]
Pgap1	[PGAP1]
Zfp606	[ZNF606]
Letm2	[LETM2]
Wdr13	[WDR13]
Zfp609	[ZNF609]
Wdr12	[WDR12]
Olfml2a	[OLFML2A]
Zfp608	[ZNF608]
Hoxb13	[HOXB13]
Ubp1	[UBP1]
Fam3a	[FAM3A]
Fam3b	[FAM3B]
Kera	[KERA]
Fam3c	[FAM3C]
Fam3d	[FAM3D]
Lsm14b	[LSM14B]
Lsm14a	[LSM14A]
Or14a258	[OR14A2]
Or14a259	[OR14A2]
Or14a256	[OR14A2]
Or14a257	[OR14A2]
Iyd	[IYD]
Plekhn1	[PLEKHN1]
Mir6715	[MIR6715A]
Erbin	[ERBIN]
Or51b6	[OR51B6]
4833420G17Rik	[C5orf34]
Or51b4	[OR51B4]
Slc14a2	[SLC14A2]
6820408C15Rik	[C20orf96]
Slc14a1	[SLC14A1]
Plekhm3	[PLEKHM3]
Plekhm2	[PLEKHM2]
Plekhm1	[PLEKHM1]
4930524B15Rik	[C5orf47]
Or51a7	[OR51A7]
Nopchap1	[NOPCHAP1]
1810030O07Rik	[CXorf38]
Or51d1	[OR51D1]
Drc7	[DRC7]
Ubr1	[UBR1]
Ubr2	[UBR2]
Ubr3	[UBR3]
Mrto4	[MRTO4]
